city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
chic,25,23.75,12/24/1995,,24,10.125,18.33333333
chic,22.5,10.5,12/25/1995,,22,18.20833333,19.11111111
chic,21,21,12/26/1995,,26,3.309782609,32
chic,23,14.375,12/27/1995,,30.5,4.29468599,34.19519928
chic,23,11.875,12/28/1995,,41,2.989130435,38.9682971
chic,25,19,12/29/1995,,39,4.291666667,31.97690217
chic,29.5,27.125,12/30/1995,,31.5,1.958333333,29.65625
chic,34,32.25,12/31/1995,,35,1.916666667,23.3125
chic,35,31.25,1/1/1996,,30,6.569444444,17.91666667
chic,27.5,13.5,1/2/1996,,8,22,14.53321256
chic,21,17.625,1/3/1996,,18,17.4468599,27.00239389
chic,21,12.625,1/4/1996,,30.91666667,2.821859903,41.68251812
chic,16,7.875,1/5/1996,,40.5,3.986111111,38.40625
chic,19,17.375,1/6/1996,,20.5,11.40277778,31.83333333
chic,18.5,7.375,1/7/1996,,20,18.41666667,24.75
chic,13,13,1/8/1996,,44,6.708333333,37.72916667
chic,27,20.625,1/9/1996,,37.5,5.530797101,34.28907868
chic,21.5,18.125,1/10/1996,,33.41666667,5.337560387,38.47765701
chic,26.5,24.5,1/11/1996,,27.5,5.603174603,33.48913044
chic,28.5,27.125,1/12/1996,,31.5,4.541666667,31.53409091
chic,32,30.75,1/13/1996,,41,1.625,38.55208333
chic,37.5,28.5,1/14/1996,,19,10.60416667,24.5625
chic,24,14.25,1/15/1996,,11.5,20.08333333,23.625
chic,32.5,40,1/16/1996,,36.41666667,1.166666667,29.26630435
chic,47,49.125,1/17/1996,,35,4.751811594,27.06101191
chic,36.5,19.75,1/18/1996,,17.5,13.18055556,18.81962719
chic,9,1.5,1/19/1996,,25,15.16304348,23
chic,15.5,12,1/20/1996,,24,4.694444444,32.72222222
chic,25.5,26.25,1/21/1996,,28,4.888888889,25.8870773
chic,37.5,33,1/22/1996,,27.61538462,6.569444444,26.19444444
chic,33,33,1/23/1996,,28,3.699275362,23.24811873
chic,20.5,4.375,1/24/1996,,21,12.03321256,25.91485507
chic,20,23.375,1/25/1996,,35,4.09178744,35.5217803
chic,32,28.375,1/26/1996,,27,5.875,29.18815876
chic,16.5,3.875,1/27/1996,,38.5,20.09722222,20.0625
chic,19,15.125,1/28/1996,,22.61538462,8.958333333,33.48958333
chic,18.5,-2.5,1/29/1996,,46,14.93055556,24.14583333
chic,2,-13.625,1/30/1996,,42.5,9.300863991,34.48856352
chic,-3,-10,1/31/1996,,34.5,8.132575758,34.547472
chic,1.5,-12.875,2/1/1996,,33,9.899758454,32.0923913
chic,-10.5,-21,2/2/1996,,35,9.555555556,31.47916667
chic,-12,-18.875,2/3/1996,,25.61538462,7.736111111,30.13541667
chic,-6,-7.875,2/4/1996,,21,9.583333333,29.95833333
chic,11.5,5.25,2/5/1996,,51,6.402777778,38.23958333
chic,18.5,20.625,2/6/1996,,58,5.43236715,48.98126647
chic,38,34.75,2/7/1996,,37,4.791666667,31.25
chic,39.5,34.5,2/8/1996,,28,2.627777778,29.20833333
chic,39,37.75,2/9/1996,,28.07692308,3.944746377,40.80208333
chic,44.5,29.625,2/10/1996,,27,14.35416667,21.4375
chic,32,19.625,2/11/1996,,15,22.10416667,14.79166667
chic,23,14.375,2/12/1996,,17,14.5625,27.07291667
chic,27.5,26.875,2/13/1996,,29,4.118686869,30.9373706
chic,27.5,19.25,2/14/1996,,21,6.623737374,32.55208333
chic,24,20.625,2/15/1996,,22.15384615,9.958333333,30.71286232
chic,21,14.25,2/16/1996,,23,13.38888889,26.7803442
chic,23.5,10.625,2/17/1996,,28,10.97222222,25.47916667
chic,18.5,19.75,2/18/1996,,32,10.44444444,31.17708333
chic,33,31.875,2/19/1996,,35,5.013888889,36.90625
chic,43.5,41.25,2/20/1996,,43,2.96678744,36.04450758
chic,31.5,31.875,2/21/1996,,19.84615385,14.36352657,22.64583333
chic,35.5,34.875,2/22/1996,,35,6.98852657,23.22644928
chic,44.5,37.875,2/23/1996,,42,3.944444444,24.28399123
chic,46,30.5,2/24/1996,,19,14.88888889,24.07291667
chic,46.5,39.25,2/25/1996,,31,7.305555556,36.8138587
chic,40.5,40,2/26/1996,,50.5,4.694444444,32.99365942
chic,38.5,28.375,2/27/1996,,31.91666667,4.52294686,26.5625
chic,20,6.625,2/28/1996,,25,17.39915459,15.17313597
chic,17,6.375,2/29/1996,,20,15.95075758,23.82142857
chic,26,21,3/1/1996,,36,13.2790404,26.22916667
chic,15,-4.5,3/2/1996,,39,22.76388889,13.86111111
chic,12.5,0.75,3/3/1996,,22,16.11111111,18.04166667
chic,25,18.875,3/4/1996,,29.92307692,5.277777778,37.36111111
chic,31.5,27.75,3/5/1996,,23.5,11.68055556,24.59185606
chic,20.5,10,3/6/1996,,17,25.11111111,21.49411232
chic,11.5,0.125,3/7/1996,,18,14.63005051,27.53125
chic,8,8.25,3/8/1996,,31,15.19202899,23.53396739
chic,17.5,14,3/9/1996,,29,12.5,34.14015152
chic,26,25.875,3/10/1996,,33.91666667,12.35416667,32.97916667
chic,37.5,28.375,3/11/1996,,31,9.270833333,35.65625
chic,43,31.5,3/12/1996,,40,10.80555556,43.46322464
chic,45,39.75,3/13/1996,,59,7.661835749,52.68849638
chic,47.5,39.5,3/14/1996,,54,16.88888889,39.84375
chic,40.5,30.75,3/15/1996,,32,16.47222222,31.24773551
chic,34.5,27.875,3/16/1996,,24.69230769,20.65277778,22.52083333
chic,31,32.625,3/17/1996,,36,6.263888889,36.30208333
chic,34.5,24.625,3/18/1996,,54,9.541666667,39.5317029
chic,35.5,25.875,3/19/1996,,26,32.47916667,22.37310606
chic,31.5,20.375,3/20/1996,,23,34.05887681,14.13541667
chic,29.5,20.125,3/21/1996,,18,20.63638716,26.98278986
chic,35,12.125,3/22/1996,,28.72727273,20.05978261,34.01992754
chic,39,22.125,3/23/1996,,57,17.91666667,42.10416667
chic,50.5,51,3/24/1996,,29,31.21666667,20.77083333
chic,35.5,12.125,3/25/1996,,33,23.695,13.97644928
chic,18.5,2.25,3/26/1996,,24.5,28.77083333,20.91382576
chic,24,20.25,3/27/1996,,26,24.59375,31.44128788
chic,37,25.5,3/28/1996,,34.45454546,19.47564103,33.36458333
chic,38.5,28.5,3/29/1996,,32,27.16666667,37.5625
chic,42,39.875,3/30/1996,,45,15.03125,33.36458333
chic,36.5,30.625,3/31/1996,,24,29.95833333,21.75
chic,35.5,19.625,4/1/1996,,15,29.4589372,25.52083333
chic,47.5,37.375,4/2/1996,,52,19.55509808,34.6177948
chic,52,37.5,4/3/1996,,42.38461539,16.97443639,36.97916667
chic,33.5,25.5,4/4/1996,,23,21.13345411,24.07291667
chic,32,19.75,4/5/1996,,8,27.68981482,25.60416667
chic,33,21.25,4/6/1996,,9,27.11574074,24.48958333
chic,32,17.375,4/7/1996,,9,25.125,22.27083333
chic,30,20.875,4/8/1996,,17.5,17.52455717,33.35416667
chic,36,25.75,4/9/1996,,26.84615385,14.2695911,34.25
chic,45.5,28.125,4/10/1996,,58,17.25960145,46.13405797
chic,64,48.5,4/11/1996,,128,33.61286232,34.27272727
chic,53,42.625,4/12/1996,,40,20.06268116,37.96467391
chic,40.5,29.375,4/13/1996,,15,19.53333333,18.04166667
chic,37.5,33.125,4/14/1996,,15,33.2375,13.82291667
chic,40,31.75,4/15/1996,,20.84615385,19.6076087,29.20833333
chic,42.5,31.625,4/16/1996,,21,22.02318841,30.71496212
chic,47,40.625,4/17/1996,,32,20.50815217,36.89175725
chic,63.5,54.375,4/18/1996,,54,30.4634058,26.71442688
chic,62.5,50.125,4/19/1996,,35,22.37554348,27.14583333
chic,52,40.5,4/20/1996,,25,15.19166667,18.92708333
chic,52,37.875,4/21/1996,,25.58333333,21.4625,26.33333333
chic,51.5,38.375,4/22/1996,,27,18.20643939,33.52083333
chic,45,31.125,4/23/1996,,16,22.30036232,24.46117424
chic,52.5,46.125,4/24/1996,,28,20.02119565,27.96666667
chic,61,43.875,4/25/1996,,52,25.55556654,22.43333333
chic,45.5,24.875,4/26/1996,,45,17.12065217,23.11666667
chic,45,30.375,4/27/1996,,28.84615385,19.43981482,29.29166667
chic,44,30.625,4/28/1996,,37.5,19.20833333,26.16666667
chic,40.5,37.25,4/29/1996,,14,21.02228261,23.56666667
chic,43.5,32.625,4/30/1996,,20,24.80380435,23.36212121
chic,50,32.625,5/1/1996,,41,24.00199275,24.78683575
chic,52.5,39,5/2/1996,,38,22.48242754,32.1126087
chic,52.5,42.625,5/3/1996,,34.53846154,24.99166667,28.75
chic,47.5,30.625,5/4/1996,,17,26.24583333,23.05833333
chic,49,41.25,5/5/1996,,20,21.97083333,22.95
chic,45.5,40.25,5/6/1996,,17,20.3875,23.28333333
chic,50.5,43.375,5/7/1996,,37,14.5673913,28.76363636
chic,57,56.5,5/8/1996,,57,5.215978261,30.05688406
chic,58,54.14285714,5/9/1996,,36.16666667,4.061594203,32.31268116
chic,51,38.25,5/10/1996,,16,15.6525,21.78333333
chic,45,28.5,5/11/1996,,8,23.625,15.79166667
chic,42.5,24.125,5/12/1996,,15,28.35833333,15.675
chic,45,33.25,5/13/1996,,21,15.67878788,38.35833333
chic,47.5,42.875,5/14/1996,,28,21.86068841,31.40833333
chic,54.5,52.125,5/15/1996,,50.38461539,17.27391304,30.45036232
chic,53.5,52.125,5/16/1996,,38,6.555733578,30.03237813
chic,69.5,71.875,5/17/1996,,38,27.025,23.98333333
chic,81,68.875,5/18/1996,,38,38.05,17.30833333
chic,81,65.25,5/19/1996,,86,33.78333333,12.8
chic,64,56,5/20/1996,,28,22.675,26.64166667
chic,65,52.625,5/21/1996,,26.46153846,23.70181159,30.81666667
chic,67,55.25,5/22/1996,,46,24.03178524,38.57166667
chic,56,46.75,5/23/1996,,27,15.45332675,34.25487484
chic,52,45.5,5/24/1996,,17,21.2375,22.30398551
chic,51.5,41.25,5/25/1996,,17,28.00833333,21.25833333
chic,54,47,5/26/1996,,18,37.16666667,14.33333333
chic,51,46.75,5/27/1996,,23.30769231,32.3625,12.41666667
chic,51.5,50,5/28/1996,,24,28.24402174,25.90378788
chic,51,34.875,5/29/1996,,19,29.45199275,24.58484849
chic,51.5,34,5/30/1996,,18,22.87463768,28.63245342
chic,57.5,50.375,5/31/1996,,41,30.68152174,34.63297101
chic,62.5,64,6/1/1996,,52,31.38333333,35.51666667
chic,67.5,57.14285714,6/2/1996,,18.84615385,41.11666667,13.75833333
chic,60.5,52.375,6/3/1996,,20,21.56666667,19.01666667
chic,57.5,55.875,6/4/1996,,23,6.228804348,22.47028986
chic,61.5,54.875,6/5/1996,,38,30.17862319,24.05
chic,63.5,63.75,6/6/1996,,31,20.85652174,29.17987954
chic,54.5,53.25,6/7/1996,,24,16.87083333,28.66666667
chic,53,56.625,6/8/1996,,28.61538462,20.72916667,19.89166667
chic,56.5,56.75,6/9/1996,,17,23.75,16.425
chic,61.5,59.125,6/10/1996,,29,21.6826087,25.20688406
chic,60,59.125,6/11/1996,,22,28.4201087,28.48939394
chic,65.5,63.75,6/12/1996,,53,23.62264493,46.03115942
chic,75.5,68.5,6/13/1996,,55.5,32.23222991,36.67424242
chic,71.5,59.625,6/14/1996,,43.92307692,29.50396144,33.22391304
chic,71,51.75,6/15/1996,,46,33.99583333,33.10833333
chic,72.5,67,6/16/1996,,64,38.8,33.9375
chic,74,72.5,6/17/1996,,57,33.51834886,26.33642857
chic,73.5,69.75,6/18/1996,,31,23.8479649,23.10905797
chic,69.5,65.625,6/19/1996,,32.5,19.93484762,31.42796443
chic,73.5,71,6/20/1996,,47.58333333,28.21467391,36.87826087
chic,76.5,75.125,6/21/1996,,71,27.30915679,40.7530303
chic,71,57.125,6/22/1996,,28,33.0875,16.06666667
chic,61,54,6/23/1996,,28,28.25,20.61666667
chic,68.5,57.75,6/24/1996,,31,22.41213768,21.26666667
chic,65.5,50.75,6/25/1996,,24,24.88677536,21.875
chic,68,62.375,6/26/1996,,47.30769231,29.52880435,40.06254941
chic,74,68,6/27/1996,,63,45.89021739,52.20833333
chic,77.5,65.875,6/28/1996,,76,39.73134058,51.60543478
chic,83,74.25,6/29/1996,,73,58.39583333,22.475
chic,83,66.125,6/30/1996,,36,38.01666667,19.35833333
chic,75.5,57.625,7/1/1996,,31,30.45362319,30.25
chic,73,61.75,7/2/1996,,38.5,30.86503623,33.82246377
chic,65,48.875,7/3/1996,,13,24.39583333,15.81666667
chic,64,51.5,7/4/1996,,66,24.26666667,19.60833333
chic,70.5,57.125,7/5/1996,,69,30.8125,39.90151515
chic,73,61.75,7/6/1996,,60,55.025,34.33333333
chic,78,57.125,7/7/1996,,49,52.67083333,25.425
chic,71.5,55.125,7/8/1996,,42.07692308,26.55833333,27.74166667
chic,63,55,7/9/1996,,19,18.51413044,18.91231884
chic,63.5,46.625,7/10/1996,,24,19.30235507,22.7076087
chic,66,55.25,7/11/1996,,45,35.24057971,30.49347826
chic,73,66.375,7/12/1996,,51,33.1923913,37.24166667
chic,74.5,60.625,7/13/1996,,31,29.7875,20.25833333
chic,69,64.625,7/14/1996,,21.92307692,17.14583333,24.61666667
chic,71.5,62.375,7/15/1996,,37,22.40833333,25.83333333
chic,76.5,58.875,7/16/1996,,37,25.48786232,34.1777668
chic,73.5,69.75,7/17/1996,,32,18.89531969,39.25757576
chic,79,78.25,7/18/1996,,28,24.45434783,25.38629776
chic,72,57.375,7/19/1996,,17,20.54722222,14.04565217
chic,65,53.75,7/20/1996,,15.66666667,24.2875,10.99166667
chic,61.5,54,7/21/1996,,19,21.775,17.55833333
chic,65.5,67.625,7/22/1996,,35,22.53224638,26.64166667
chic,70.5,59,7/23/1996,,35,17.89499341,27.81515152
chic,73.5,61.625,7/24/1996,,25,17.16086957,27.52109077
chic,68.5,58.25,7/25/1996,,25,15.37753623,23.80108696
chic,69.5,58.625,7/26/1996,,24.58333333,16.69891304,22.10833333
chic,68.5,64.125,7/27/1996,,21,19.5875,22.38333333
chic,67.5,66.625,7/28/1996,,26,24.31666667,24.345
chic,70,62.75,7/29/1996,,34,22.1875,27.28333333
chic,68.5,57.875,7/30/1996,,25.5,16.125,26.76439394
chic,65.5,58.125,7/31/1996,,28,12.33007246,22.99242424
chic,66.5,59.875,8/1/1996,,28.76923077,16.41888084,30.67934783
chic,67.5,59.625,8/2/1996,,29,18.68068365,28.22826087
chic,68.5,62.625,8/3/1996,,41,22.55555556,28.14583333
chic,74,67.875,8/4/1996,,45,39.52777778,22.6875
chic,82,75.375,8/5/1996,,69,38.84806763,18.09375
chic,79.5,75.625,8/6/1996,,47,29.74074074,22.72290843
chic,83,74.375,8/7/1996,,45.07692308,27.90982287,25.83333333
chic,77,55,8/8/1996,,24,24.80575684,24.79166667
chic,71,57.875,8/9/1996,,25,17.72011785,23.14583333
chic,68.5,59.75,8/10/1996,,12,22.11493559,11.95833333
chic,69.5,65.125,8/11/1996,,30,16.95833333,29.52083333
chic,71,64.125,8/12/1996,,46,22.38029101,32.11458333
chic,74,67.625,8/13/1996,,44.30769231,25.83937198,30.0014881
chic,76,63.625,8/14/1996,,45,22.58038721,26.12084157
chic,69.5,60,8/15/1996,,27,15.04327697,24.31438311
chic,68.5,61.125,8/16/1996,,19,14.02153784,19.46875
chic,69,64.125,8/17/1996,,29,21.02777778,25.83333333
chic,70.5,69.375,8/18/1996,,34,25.92592593,22.73958333
chic,76,71.375,8/19/1996,,42.07692308,25.14231079,23.41666667
chic,77,71.25,8/20/1996,,48,20.06743156,26.84782609
chic,78,72.75,8/21/1996,,58,20.73380545,41.49522398
chic,79,71.125,8/22/1996,,59,30.76678744,27.00121753
chic,70,55.125,8/23/1996,,17,14.82631341,17.40625
chic,71,58.875,8/24/1996,,22,21.70833333,23.88541667
chic,69.5,64.5,8/25/1996,,33.92307692,26.76041667,30.9375
chic,72,65.75,8/26/1996,,46,32.55797101,29.58333333
chic,70,64.875,8/27/1996,,24,25.51409018,13.0634058
chic,68.5,63,8/28/1996,,39,21.35165056,22.75094697
chic,69.5,58.75,8/29/1996,,20,31.92673108,20.35416667
chic,69,61.25,8/30/1996,,23,29.77375201,20.69791667
chic,70.5,61.5,8/31/1996,,48.07692308,32.73611111,22.86458333
chic,73.5,60.75,9/1/1996,,53,37.26388889,31.03125
chic,71,62.5,9/2/1996,,53,42.90277778,26.34375
chic,73,67,9/3/1996,,83,37.31461353,33.21969697
chic,73,64.75,9/4/1996,,112,38.24154589,41.94791667
chic,74,68.375,9/5/1996,,68,45.0873591,24.18568841
chic,74,71.125,9/6/1996,,53.46153846,38.5805153,20.41576087
chic,73.5,69.625,9/7/1996,,51,21.93981482,27.09375
chic,73,67.25,9/8/1996,,62,20.98958333,29.59375
chic,68.5,64.625,9/9/1996,,32,20.84356725,22.92708333
chic,69.5,61.375,9/10/1996,,48,16.40599839,35.65029762
chic,67,57.125,9/11/1996,,39,9.248590982,34.79405468
chic,58,50.25,9/12/1996,,16.81818182,8.578703704,18.61096015
chic,56,46.625,9/13/1996,,22,10.01066828,19.85643116
chic,53,50.75,9/14/1996,,19,6.388888889,18.33333333
chic,59,51.875,9/15/1996,,21,10.62037037,19.8125
chic,58.5,54.375,9/16/1996,,17,13.83997585,14.58197464
chic,60.5,52.25,9/17/1996,,11,17.94404187,10.45833333
chic,62,52.625,9/18/1996,,17.30769231,11.72504026,14.94733437
chic,61,51.75,9/19/1996,,29,17.23126189,21.88541667
chic,58.5,58.25,9/20/1996,,40,9.67431562,39.10416667
chic,64,54.875,9/21/1996,,42,9.930555556,33.10416667
chic,62.5,50.25,9/22/1996,,28,16.13385668,20.23867754
chic,59,56.875,9/23/1996,,43,4.672906602,36.25679348
chic,57,43.125,9/24/1996,,24.23076923,13.69667691,27.19655797
chic,53,46.125,9/25/1996,,46,12.3476248,29.98386251
chic,60.5,63.375,9/26/1996,,28,14.81209213,23.41666667
chic,58.5,48,9/27/1996,,14,6.524691358,17.73958333
chic,53.5,47,9/28/1996,,17,6.089285714,21.125
chic,57.5,50.375,9/29/1996,,20,11.16666667,21.69444444
chic,63,52.875,9/30/1996,,27.46153846,13.86904762,35.25
chic,62,58.25,10/1/1996,,44,20.23958333,35.86111111
chic,57,40.875,10/2/1996,,24,13.91666667,20.51641414
chic,46.5,36.75,10/3/1996,,12,18.51041667,18.77777778
chic,47,40.375,10/4/1996,,25,10.80208333,30.4281401
chic,53.5,45.5,10/5/1996,,25,8.03125,33.75
chic,63.5,57.125,10/6/1996,,38.23076923,25.078125,29.48611111
chic,53.5,45.625,10/7/1996,,14,12.390625,18.83635266
chic,45.5,40.25,10/8/1996,,9,7.070075758,20.5290404
chic,47.5,41.625,10/9/1996,,32,4.453125,32.41666667
chic,42.5,35.75,10/10/1996,,13,6.724411232,21.30978261
chic,42,42.375,10/11/1996,,23,7.078125,29.625
chic,61,54.25,10/12/1996,,29.83333333,15.31770833,29.38888889
chic,66,62.125,10/13/1996,,40,24.05729167,32.90277778
chic,57,51,10/14/1996,,18,17.32291667,15.97222222
chic,64,54.625,10/15/1996,,48,12.39605978,39.47222222
chic,63,61.125,10/16/1996,,33,5.812211792,36.6199495
chic,59,49.125,10/17/1996,,39,21.69067029,25.53925121
chic,46.5,28.375,10/18/1996,,20.15384615,9.274230073,22.05934343
chic,45,34.625,10/19/1996,,24,6.904761905,28.40277778
chic,47.5,48.25,10/20/1996,,35,6.244047619,31.22222222
chic,53,50,10/21/1996,,34,6.37807971,37.18538647
chic,55.5,57.875,10/22/1996,,33,4.947299078,27.14569609
chic,43,40.625,10/23/1996,,15.5,4.814538044,17.43055556
chic,48,43.875,10/24/1996,,26.15384615,6.09057971,24.18055556
chic,52.5,49.125,10/25/1996,,32,11.93523551,32.91666667
chic,62,62.25,10/26/1996,,34,8.848958333,23.18055556
chic,59,47.5,10/27/1996,,21,12.16145833,14.57971015
chic,46.5,37.625,10/28/1996,,38,6.07178442,28.95833333
chic,50.5,54.125,10/29/1996,,27,6.335824275,30.70954106
chic,44.5,22.85714286,10/30/1996,,18.38461539,13.9482337,16.20531401
chic,33,21.25,10/31/1996,,30,12.67640399,19.43236715
chic,31,21.625,11/1/1996,,25,8.645833333,24.88888889
chic,29,24.125,11/2/1996,,18,8.599184783,24.05555556
chic,35.5,26.875,11/3/1996,,30,6.510416667,25.70833333
chic,42,33.5,11/4/1996,,37,2.15625,31.20833333
chic,46.5,47.375,11/5/1996,,34.69230769,1.802083333,34.37077295
chic,54,60.25,11/6/1996,,32,3.237965839,29.94444444
chic,43,36.875,11/7/1996,,20,2.680555556,28.21014493
chic,37,33.25,11/8/1996,,32,2.730676329,28.86111111
chic,34.5,28,11/9/1996,,13.5,9.930555556,20.33333333
chic,28,21.875,11/10/1996,,15,12.55555556,19.83333333
chic,26.5,12.625,11/11/1996,,13.38461539,9.972222222,28.63888889
chic,23,11,11/12/1996,,20,7.361111111,32.38888889
chic,22.5,11.375,11/13/1996,,28,3.388888889,36.5
chic,25,18.85714286,11/14/1996,,23,10.82910628,30.59974748
chic,40,22.5,11/15/1996,,30,6.361111111,28.91666667
chic,48,32.125,11/16/1996,,31,6.972222222,25.56944444
chic,41.5,25,11/17/1996,,14.08333333,10.18055556,14.23611111
chic,31,24.75,11/18/1996,,21,4.166666667,23.625
chic,29.5,19,11/19/1996,,19,3.47826087,29.10869565
chic,29,29.625,11/20/1996,,23,8.972222222,26.94590643
chic,34,26.375,11/21/1996,,17.5,9.527777778,28.78409091
chic,34.5,29.375,11/22/1996,,31,4.930555556,32.27135485
chic,35.5,34.625,11/23/1996,,28.58333333,1.819444444,20.97222222
chic,35,30.375,11/24/1996,,18,6.152777778,19.125
chic,26.5,19.125,11/25/1996,,11,14.09480676,23.23412698
chic,20,9.625,11/26/1996,,26,7.736111111,29.68055556
chic,22.5,18.75,11/27/1996,,36,2.483695652,31.2192029
chic,29.5,25.625,11/28/1996,,28,4.208333333,26.43055556
chic,33.5,31.375,11/29/1996,,26.58333333,2.847222222,29.66666667
chic,40.5,36.75,11/30/1996,,16,3.527777778,18.30555556
chic,30.5,22.875,12/1/1996,,17,8.527777778,17.13888889
chic,27.5,24.875,12/2/1996,,28,7.763888889,24.61111111
chic,30,23,12/3/1996,,27,2.126262626,28.27777778
chic,26.5,25.25,12/4/1996,,35,1.888285024,30.98869126
chic,32.5,32.25,12/5/1996,,22.84615385,2.196256039,26.80253623
chic,33.5,28.625,12/6/1996,,26,1.902173913,27.62884278
chic,30.5,24.875,12/7/1996,,25.5,7.083333333,26.875
chic,28.5,22.25,12/8/1996,,19,13.95833333,16.73611111
chic,28.5,23.375,12/9/1996,,22,5.472222222,21.15277778
chic,35.5,34.75,12/10/1996,,39,1.888888889,28.64311594
chic,37,34.5,12/11/1996,,18.76923077,5.060990338,20.01751208
chic,36.5,33.75,12/12/1996,,22,3.277777778,17.47282609
chic,34.5,34.75,12/13/1996,,28,2.153381643,25.62983092
chic,36.5,31.75,12/14/1996,,28,2.583333333,23.20833333
chic,38,25.375,12/15/1996,,17,6.402777778,17.38888889
chic,29,26.125,12/16/1996,,29,8.416666667,24.90277778
chic,24,13.375,12/17/1996,,26.84615385,4.29589372,21.95833333
chic,13,2.125,12/18/1996,,33,9.236111111,17.59090909
chic,8,5.75,12/19/1996,,41,7.125,19.36111111
chic,9.5,8.625,12/20/1996,,30,5.690656566,23.29528986
chic,26.5,25.625,12/21/1996,,37,7,21.38888889
chic,34.5,36.875,12/22/1996,,20,2.972222222,25.05555556
chic,42.5,40.625,12/23/1996,,17.58333333,2.069444444,24.98611111
chic,20,5.375,12/24/1996,,24,15.68719807,15.98611111
chic,4.5,3,12/25/1996,,17,12.59722222,19.58333333
chic,14,12,12/26/1996,,30.5,4.763888889,35.25905797
chic,26,31.75,12/27/1996,,36.5,1.939613527,32.75120773
chic,37,37.75,12/28/1996,,23,1.680555556,22.34722222
chic,30,22.875,12/29/1996,,29.30769231,3.236111111,19.98611111
chic,27.5,29.875,12/30/1996,,42,1.972222222,24.19444444
chic,27.5,30.125,12/31/1996,,33,2.928743961,27.57323232
chic,36,37.5,1/1/1997,,19,1.777777778,19.41666667
chic,45,47.25,1/2/1997,,41.5,1.595959596,21.24368687
chic,40,38,1/3/1997,,31,2.402777778,19.27777778
chic,51.5,45.5,1/4/1997,,24.38461539,2.833937198,15.52083333
chic,27,11.25,1/5/1997,,22.5,16.31944444,7.729166667
chic,17,5.75,1/6/1997,,18.5,12.83333333,19.83333333
chic,16,7,1/7/1997,,25.5,9.564613527,28.34873188
chic,19,17.75,1/8/1997,,34.5,5.188405797,31.44444444
chic,26,24,1/9/1997,,21.5,9.819444444,27.76388889
chic,16,5.375,1/10/1997,,24.23076923,6.15942029,23.01509662
chic,1.5,-6.625,1/11/1997,,21.5,11.94444444,22.55555556
chic,1,-8.875,1/12/1997,,21,12.18055556,22.58333333
chic,3,1.5,1/13/1997,,33.5,4.652777778,33.61231884
chic,10,11.5,1/14/1997,,53,2.967995169,40.69625604
chic,19,23.25,1/15/1997,,30,2.199879227,35.2209596
chic,9.5,-9.75,1/16/1997,,26.54545455,18.69444444,20.86111111
chic,-3,-10.375,1/17/1997,,24,12.6884058,28.23611111
chic,0,-4.125,1/18/1997,,32,10.875,32.16666667
chic,14,22.625,1/19/1997,,31.5,4.888888889,32.36111111
chic,31,27.25,1/20/1997,,25.5,13.27777778,32.48611111
chic,35,41.625,1/21/1997,,31,9.708333333,32.56944444
chic,36.5,20.75,1/22/1997,,17.375,17.43939394,19.41388889
chic,26,18.75,1/23/1997,,18.5,14.52355073,25.375
chic,32,29.5,1/24/1997,,31,4.693236715,24.98611111
chic,14.5,-1.375,1/25/1997,,24.5,12.86111111,21.06944444
chic,11,17.125,1/26/1997,,28,7.805555556,30.72222222
chic,17,8.375,1/27/1997,,29.5,6.25,33.5
chic,2,-6.375,1/28/1997,,27.46153846,11.22101449,35.43297101
chic,8,11,1/29/1997,,52.5,4.194444444,48.90277778
chic,16.5,16.375,1/30/1997,,45.5,2.708333333,40.2739899
chic,31.5,33.75,1/31/1997,,27.5,9.280797101,32.48611111
chic,35,29.66666667,2/1/1997,,28.5,12.86231884,34.57789855
chic,36.5,29.625,2/2/1997,,34.5,9.527777778,32.31944444
chic,30,28,2/3/1997,,20.61538462,19.125,26.125
chic,34.5,32,2/4/1997,,24,9.219202899,24.56633885
chic,30,24.25,2/5/1997,,17.5,14.06944444,26.6865942
chic,26,21.875,2/6/1997,,22.5,14.85567633,27.40277778
chic,25.5,23.375,2/7/1997,,31.5,12.31944444,31.20833333
chic,25.5,22.5,2/8/1997,,18.5,14.64583333,26.65277778
chic,26,21,2/9/1997,,28.76923077,8.208333333,39.04166667
chic,27,21.75,2/10/1997,,29,11.35416667,35.34722222
chic,23.5,19.5,2/11/1997,,28,15.91666667,29.75
chic,21,11.6,2/12/1997,,18.5,18.5,26.90277778
chic,20.5,16.375,2/13/1997,,28.5,15.58333333,29.94444444
chic,25.5,23,2/14/1997,,38.5,10.85416667,31.89371981
chic,20,15.25,2/15/1997,,27.23076923,16.52083333,30.63888889
chic,18.5,8.125,2/16/1997,,22,14.72916667,30.56944444
chic,30,32.625,2/17/1997,,33,12.75,33.16666667
chic,48.5,41.375,2/18/1997,,27,25.57995169,29.14393939
chic,37.5,27.5,2/19/1997,,26,17.20833333,30.58333333
chic,35.5,44.125,2/20/1997,,34,3.513888889,37.26268116
chic,36,29.625,2/21/1997,,6.538461539,14.47101449,21.11654589
chic,26,24.25,2/22/1997,,14.5,21.875,25.77777778
chic,28,14.625,2/23/1997,,16.5,22.47619048,19.34722222
chic,21.5,10.875,2/24/1997,,23,15.7928744,34.55555556
chic,25.5,27.125,2/25/1997,,40,11.00905797,35.72222222
chic,36.5,35,2/26/1997,,33.5,5.390700483,33.89196311
